CODIGO_ENTIDAD|NOMBRE|TIPO_GESTION|ESTADO_LICENCIAMIENTO|PERIODO_LICENCIAMIENTO|CODIGO_FILIAL|NOMBRE_FILIAL|DEPARTAMENTO_FILIAL|PROVINCIA_FILIAL|CODIGO_LOCAL|DEPARTAMENTO_LOCAL|PROVINCIA_LOCAL|DISTRITO_LOCAL|LATITUD_UBICACION|LONGITUD_UBICACION|TIPO_AUTORIZACION_LOCAL|DENOMINACION_PROGRAMA|TIPO_NIVEL_ACADEMICO|NIVEL_ACADEMICO|CODIGO_CLASE_PROGRAMA_N2|NOMBRE_CLASE_PROGRAMA_N2|TIPO_AUTORIZACION_PROGRAMA|TIPO_AUTORIZACION_PROGRAMA_LOCAL
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPCV-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|VICTOR LARCO HERRERA|-8.1293904|-79.0433213|AUTORIZADO POR LIC.|MAESTRÍA EN MEDICIÓN, EVALUACIÓN Y ACREDITACIÓN DE LA CALIDAD EDUCATIVA|POSGRADO|MAESTRÍA|19|OTROS PROGRAMAS EN EDUCACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
022|UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA|PÚBLICO|LICENCIA OTORGADA|6|S|UNAS-HUÁNUCO|HUÁNUCO|LEONCIO PRADO|SL01|HUÁNUCO|LEONCIO PRADO|RUPA-RUPA|-9.313946688|-75.99658307|AUTORIZADO POR LIC.|MAESTRÍA EN CIENCIAS AGRÍCOLAS MENCIÓN: AGRICULTURA SOSTENIBLE|POSGRADO|MAESTRÍA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
055|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F02|UPN-LIMA|LIMA|LIMA|F02L04|LIMA|LIMA|SAN JUAN DE LURIGANCHO|-11.9841504|-77.0024242|AUTORIZADO POR LIC.|TERAPIA FÍSICA Y REHABILITACIÓN|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
003|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|PÚBLICO|LICENCIA OTORGADA|8|S|UNSAAC-CUSCO|CUSCO|CUSCO|SL05|CUSCO|CUSCO|CUSCO|-13.51713727|-71.97818399|AUTORIZADO POR LIC.|MAESTRÍA EN ANTROPOLOGÍA SOCIAL|POSGRADO|MAESTRÍA|22|HUMANIDADES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
003|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|PÚBLICO|LICENCIA OTORGADA|8|S|UNSAAC-CUSCO|CUSCO|CUSCO|SL01|CUSCO|CUSCO|CUSCO|-13.52193|-71.9583208|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA DE LA ESPECIALIDAD DE: ENFERMERÍA EN EMERGENCIA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
065|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F01|UTP-AREQUIPA|AREQUIPA|AREQUIPA|F01L02|AREQUIPA|AREQUIPA|AREQUIPA|-16.4075431|-71.5423196|AUTORIZADO POR LIC.|ADMINISTRACIÓN HOTELERA Y DE TURISMO|PREGRADO|CARRERA PROFESIONAL|01|SERVICIOS PERSONALES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
065|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F04|UTP-ÁNCASH|ÁNCASH|SANTA|F04L01|ÁNCASH|SANTA|NUEVO CHIMBOTE|-9.1306736|-78.5391105|AUTORIZADO POR LIC.|ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
016|UNIVERSIDAD NACIONAL DE CAJAMARCA|PÚBLICO|LICENCIA OTORGADA|6|S01|UNC-CAJAMARCA|CAJAMARCA|CAJAMARCA|S01L01|CAJAMARCA|CAJAMARCA|CAJAMARCA|-7.167159|-78.4965043|AUTORIZADO POR LIC.|CIRUGÍA GENERAL|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
104|UNIVERSIDAD LE CORDON BLEU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|ULCB-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|MAGDALENA DEL MAR|-12.0985893|-77.05636|AUTORIZADO POR LIC.|MASTER DEGREE OF INTERNATIONAL HOSPITALITY MANAGEMENT|POSGRADO|MAESTRÍA|01|SERVICIOS PERSONALES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
095|UNIVERSIDAD NACIONAL DE MOQUEGUA|PÚBLICO|LICENCIA OTORGADA|6|F01|UNM-MOQUEGUA|MOQUEGUA|ILO|F01L01|MOQUEGUA|ILO|PACOCHA|-17.6142801|-71.3369739|AUTORIZADO POR LIC.|INGENIERÍA PESQUERA|PREGRADO|CARRERA PROFESIONAL|83|PESCA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
076|UNIVERSIDAD NACIONAL TORIBIO RODRÍGUEZ DE MENDOZA DE AMAZONAS|PÚBLICO|LICENCIA OTORGADA|6|S|UNTRMA-AMAZONAS|AMAZONAS|CHACHAPOYAS|SL01|AMAZONAS|CHACHAPOYAS|CHACHAPOYAS|-6.2335409|-77.8531651|AUTORIZADO POR LIC.|DERECHO CONSTITUCIONAL Y ADMINISTRATIVO|POSGRADO|MAESTRÍA|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
019|UNIVERSIDAD DE SAN MARTÍN DE PORRES|PRIVADO|LICENCIA OTORGADA|6|S|USMP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SANTA ANITA|-12.045948|-76.9681914|AUTORIZADO POR LIC.|ENFERMERÍA EN PROMOCIÓN DE LA SALUD|POSGRADO|SEGUNDA ESPECIALIDAD|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
015|UNIVERSIDAD CATÓLICA DE SANTA MARÍA|PRIVADO|LICENCIA OTORGADA|6|S|UCSM-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4061786|-71.5476298|AUTORIZADO POR LIC.|CUIDADO ENFERMERO EN ONCOLOGÍA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
020|UNIVERSIDAD FEMENINA DEL SAGRADO CORAZÓN|PRIVADO|LICENCIA OTORGADA|6|S|UNIFE-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LA MOLINA|-12.0716313|-76.9650529|AUTORIZADO POR LIC.|MAESTRÍA EN EDUCACIÓN CON MENCIÓN DISEÑO Y GESTIÓN CURRICULAR E INNOVACIÓN DEL APRENDIZAJE|POSGRADO|MAESTRÍA|19|OTROS PROGRAMAS EN EDUCACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
054|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPC-LIMA|LIMA|LIMA|SL07|LIMA|LIMA|SAN MIGUEL|-12.0810086|-77.0707359|AUTORIZADO POR LIC.|DANZA|PREGRADO|CARRERA PROFESIONAL|21|ARTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PÚBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|INVESTIGACIÓN OPERATIVA|PREGRADO|CARRERA PROFESIONAL|54|MATEMÁTICAS Y ESTADÍSTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
025|UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE|PÚBLICO|LICENCIA OTORGADA|6|S|UNEEGV-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LA MOLINA|-12.0661747|-76.9538006|AUTORIZADO POR LIC.|DOCTORADO EN PSICOLOGÍA EDUCACIONAL Y TUTORIAL|POSGRADO|DOCTORADO|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
008|PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ|PRIVADO|LICENCIA OTORGADA|10|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|GESTIÓN DE LOS RECURSOS HÍDRICOS|POSGRADO|MAESTRÍA|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F04|UPCV-ÁNCASH|ÁNCASH|SANTA|F04L01|ÁNCASH|SANTA|NUEVO CHIMBOTE|-9.1273857|-78.5112518|AUTORIZADO POR LIC.|PSICOLOGÍA|PREGRADO|CARRERA PROFESIONAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
079|UNIVERSIDAD ESAN|PRIVADO|LICENCIA OTORGADA|6|S|UE-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SANTIAGO DE SURCO|-12.1048857|-76.9616022|AUTORIZADO POR LIC.|MAESTRÍA EN DIRECCIÓN DE MARKETING Y VENTAS|POSGRADO|MAESTRÍA|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PÚBLICO|LICENCIA OTORGADA|6|S|UNA-PUNO|PUNO|PUNO|SL01|PUNO|PUNO|PUNO|-15.8243805|-70.0162544|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN DOCENCIA EN IDIOMA EXTRANJERO INGLÉS|POSGRADO|SEGUNDA ESPECIALIDAD|19|OTROS PROGRAMAS EN EDUCACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
049|UNIVERSIDAD MARCELINO CHAMPAGNAT|PRIVADO|LICENCIA OTORGADA|6|S|UMCH-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SANTIAGO DE SURCO|-12.1363972|-77.0057685|AUTORIZADO POR LIC.|EDUCACIÓN SECUNDARIA, ESPECIALIDAD CIENCIAS HISTÓRICO SOCIALES|PREGRADO|CARRERA PROFESIONAL|12|EDUCACIÓN SECUNDARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
019|UNIVERSIDAD DE SAN MARTÍN DE PORRES|PRIVADO|LICENCIA OTORGADA|6|S|USMP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SANTA ANITA|-12.045948|-76.9681914|AUTORIZADO POR LIC.|RADIOLOGÍA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
038|UNIVERSIDAD PERUANA UNIÓN|PRIVADO|LICENCIA OTORGADA|6|F02|UPeU-SAN MARTÍN|SAN MARTÍN|SAN MARTÍN|F02L01|SAN MARTÍN|SAN MARTÍN|MORALES|-6.4703421|-76.395922|AUTORIZADO POR LIC.|ARQUITECTURA|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
004|UNIVERSIDAD NACIONAL DE TRUJILLO|PÚBLICO|LICENCIA OTORGADA|8|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|MAESTRÍA EN CIENCIAS, MENCIÓN: BIOTECNOLOGÍA Y FERMENTACIONES INDUSTRIALES|POSGRADO|MAESTRÍA|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F05|UPCV-LIMA|LIMA|LIMA|F05L03|LIMA|LIMA|ATE|-12.0228788|-76.9105401|AUTORIZADO POR LIC.|MAESTRÍA EN GESTIÓN DE LOS SERVICIOS DE LA SALUD|POSGRADO|MAESTRÍA|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
068|UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UCS-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.1194134|-77.0261271|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN CIRUGÍA GENERAL|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
061|UNIVERSIDAD PRIVADA NORBERT WIENER S.A.|PRIVADO|LICENCIA OTORGADA|6|S|UPNW-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|LINCE|-12.0897808|-77.0324658|AUTORIZADO POR LIC.|MEDICINA HUMANA|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|MAESTRÍA EN ATENCIÓN PRIMARIA DE SALUD|POSGRADO|MAESTRÍA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PÚBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|INGENIERÍA QUÍMICA|POSGRADO|DOCTORADO|53|CIENCIAS FÍSICAS Y QUÍMICAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
023|UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO|PÚBLICO|LICENCIA OTORGADA|6|S|UNHV-HUÁNUCO|HUÁNUCO|HUÁNUCO|SL01|HUÁNUCO|HUÁNUCO|PILLCO MARCA|-9.9496157|-76.2501276|AUTORIZADO POR LIC.|CIENCIAS CONTABLES Y FINANCIERAS|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
064A|UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPSJB-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|CHORRILLOS|-12.196162|-77.006245|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN ATENCIÓN INTEGRAL DEL NIÑO Y ADOLESCENTE|POSGRADO|SEGUNDA ESPECIALIDAD|92|BIENESTAR|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
042|UNIVERSIDAD NACIONAL DEL SANTA|PÚBLICO|LICENCIA OTORGADA|6|S|UNS-ÁNCASH|ÁNCASH|SANTA|SL01|ÁNCASH|SANTA|NUEVO CHIMBOTE|-9.1195533|-78.5133704|DECLARADO|DOCTORADO EN BIOLOGÍA|POSGRADO|DOCTORADO|51|CIENCIAS BIOLÓGICAS Y AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
011|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|PÚBLICO|LICENCIA OTORGADA|8|S|UNAP-LORETO|LORETO|MAYNAS|SL01|LORETO|MAYNAS|SAN JUAN BAUTISTA|-3.764503718|-73.27086457|AUTORIZADO POR LIC.|MAESTRÍAS EN GESTIÓN ALIMENTARIA CON MENCIÓN EN NUTRICIÓN|POSGRADO|MAESTRÍA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
005|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|PÚBLICO|LICENCIA OTORGADA|10|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|CIRUGÍA PLÁSTICA Y RECONSTRUCTIVA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
046|UNIVERSIDAD PRIVADA ANTENOR ORREGO|PRIVADO|LICENCIA OTORGADA|6|S|UPAO-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1270487|-79.0314756|AUTORIZADO POR LIC.|CARDIOLOGÍA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
019|UNIVERSIDAD DE SAN MARTÍN DE PORRES|PRIVADO|LICENCIA OTORGADA|6|S|USMP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SANTA ANITA|-12.045948|-76.9681914|AUTORIZADO POR LIC.|ESTOMATOLOGÍA DE PACIENTES ESPECIALES|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
005|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|PÚBLICO|LICENCIA OTORGADA|10|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|INGENIERÍA AMBIENTAL|PREGRADO|CARRERA PROFESIONAL|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PÚBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|PSICOLOGÍA|POSGRADO|DOCTORADO|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
061|UNIVERSIDAD PRIVADA NORBERT WIENER S.A.|PRIVADO|LICENCIA OTORGADA|6|S|UPNW-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0697607|-77.0374712|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN TERAPIA MANUAL ORTOPÉDICA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
065|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UTP-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|LIMA|-12.0704665|-77.0367812|AUTORIZADO POR LIC.|INGENIERÍA DE DISEÑO GRÁFICO|PREGRADO|CARRERA PROFESIONAL|21|ARTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPCV-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL05|LA LIBERTAD|TRUJILLO|MOCHE|-8.1637036|-79.002342|AUTORIZADO POR LIC.|INGENIERÍA DE SISTEMAS|PREGRADO|CARRERA PROFESIONAL|61|INFORMÁTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPCV-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|VICTOR LARCO HERRERA|-8.1293904|-79.0433213|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN EDUCACIÓN TEMPRANA|POSGRADO|SEGUNDA ESPECIALIDAD|11|EDUCACIÓN INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
065|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F07|UTP-JUNÍN|JUNÍN|HUANCAYO|F07L01|JUNÍN|HUANCAYO|EL TAMBO|-12.0497638|-75.210135|AUTORIZADO POR LIC.|ADMINISTRACIÓN DE EMPRESAS|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
068|UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UCS-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|VILLA EL SALVADOR|-12.2215281|-76.9766998|AUTORIZADO POR LIC.|PSICOLOGÍA|PREGRADO|CARRERA PROFESIONAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
013|UNIVERSIDAD NACIONAL DE PIURA|PÚBLICO|LICENCIA OTORGADA|6|S|UNP-PIURA|PIURA|PIURA|SL01|PIURA|PIURA|CASTILLA|-5.179311|-80.6188325|AUTORIZADO POR LIC.|MAESTRÍA EN SALUD PÚBLICA CON MENCIÓN EN GERIATRÍA Y GERONTOLOGÍA|POSGRADO|MAESTRÍA|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPCV-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|VICTOR LARCO HERRERA|-8.1293904|-79.0433213|AUTORIZADO POR LIC.|DOCTORADO EN COMUNICACIÓN SOCIAL|POSGRADO|DOCTORADO|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
074A|ASOCIACIÓN CIVIL UNIVERSIDAD CATÓLICA DE TRUJILLO BENEDICTO XVI|PRIVADO|LICENCIA OTORGADA|6|S|UCT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL03|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1016825|-79.041817|AUTORIZADO POR LIC.|EDUCACIÓN SECUNDARIA CON MENCIÓN EN: CIENCIAS SOCIALES|PREGRADO|CARRERA PROFESIONAL|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LA MOLINA|-12.0695303|-76.9685595|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN SALUD MENTAL Y PSIQUIATRÍA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|MAESTRÍA EN EDUCACIÓN CON MENCIÓN EN DIDÁCTICA DE LAS CIENCIAS NATURALES PARA EDUCACIÓN PRIMARIA|POSGRADO|MAESTRÍA|11|EDUCACIÓN INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PÚBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|POLÍTICA Y GESTIÓN TRIBUTARIA|POSGRADO|MAESTRÍA|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
006|UNIVERSIDAD NACIONAL DE INGENIERÍA|PÚBLICO|LICENCIA OTORGADA|10|S|UNI-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|RÍMAC|-12.0220074|-77.0493646|AUTORIZADO POR LIC.|MATEMÁTICA|PREGRADO|CARRERA PROFESIONAL|54|MATEMÁTICAS Y ESTADÍSTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
008|PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ|PRIVADO|LICENCIA OTORGADA|10|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|INGENIERÍA INDUSTRIAL CON MENCIÓN EN FINANZAS|POSGRADO|MAESTRÍA|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
005|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|PÚBLICO|LICENCIA OTORGADA|10|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|DOCTORADO EN CIENCIAS AMBIENTALES Y ENERGÍAS RENOVABLES|POSGRADO|DOCTORADO|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PÚBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|TRABAJO SOCIAL|PREGRADO|CARRERA PROFESIONAL|92|BIENESTAR|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F03|UPCV-SAN MARTÍN|SAN MARTÍN|SAN MARTÍN|F03L02|SAN MARTÍN|SAN MARTÍN|TARAPOTO|-6.4888233|-76.3616983|AUTORIZADO POR LIC.|ADMINISTRACIÓN|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
006|UNIVERSIDAD NACIONAL DE INGENIERÍA|PÚBLICO|LICENCIA OTORGADA|10|S|UNI-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|RÍMAC|-12.0220074|-77.0493646|AUTORIZADO POR LIC.|DOCTORADO EN CIENCIAS CON MENCIÓN EN ENERGÉTICA|POSGRADO|DOCTORADO|71|INGENIERÍA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
